AccSpeciesID	AccSpeciesName	ObsNum	ObsGRNum	MeasNum	MeasGRNum	TraitNum	BETY.species.id
379370	Sanchezia dasia	2	NA	2	NA	2	1000012735
379371	Sanchezia decora	2	NA	2	NA	2	1000012736
379372	Sanchezia ferreyrae	2	NA	2	NA	2	1000012738
379373	Sanchezia filamentosa	2	NA	2	NA	2	1000012739
379374	Sanchezia flava	2	NA	2	NA	2	1000012740
379375	Sanchezia klugii	2	NA	2	NA	2	1000012743
379376	Sanchezia lispa	2	NA	2	NA	2	1000012746
379377	Sanchezia loranthifolia	2	NA	2	NA	2	1000012748
379379	Sanchezia ovata	4	NA	4	NA	3	1000012752
379380	Sanchezia pedicellata	2	NA	2	NA	2	1000012755
379381	Sanchezia pennellii	9	NA	9	NA	3	1000012756
379382	Sanchezia pulchra	2	NA	2	NA	2	1000012758
379383	Sanchezia punicea	2	NA	2	NA	2	1000012759
379384	Sanchezia rhodochroa	2	NA	2	NA	2	1000012760
379385	Sanchezia rosea	2	NA	2	NA	2	1000012761
379386	Sanchezia skutchii	7	NA	7	NA	3	1000012765
379387	Sanchezia speciosa	4	NA	4	NA	3	39054
379388	Sanchezia stenomacra	2	NA	2	NA	2	1000012767
379390	Sanchezia villosa	2	NA	2	NA	2	1000012770
379392	Sanchezia woytkowskii	2	NA	2	NA	2	1000012771
379397	Sanguinaria	1	NA	1	NA	1	39085
379398	Sanguisorba	1	NA	1	NA	1	39106
379402	Sanguisorba hybrida	1	NA	1	NA	1	39149
379406	Sanicula	1	NA	1	NA	1	39225
379408	Sanicula canadensis var. grandis	1	NA	1	NA	1	39299
379410	Sanicula crassicaulis var. tripartita	1	NA	1	NA	1	39330
379414	Sanicula mariversa	4	NA	4	NA	3	39402
379418	Sanionia orthothecioides	1	NA	1	NA	1	39512
379419	Sanionia uncinata var. symmetrica	1	NA	1	NA	1	39534
379425	Sansevieria	2	NA	6	NA	5	39555
379441	Sansevieria fasciata	2	NA	2	NA	2	39575
379450	Sansevieria longiflora	2	NA	2	NA	2	39597
379459	Sansevieria roxburghiana	2	NA	2	NA	2	39608
379472	Santalum	1	NA	1	NA	1	39641
379473	Santalum freycinetianum var. freycinetianum	1	NA	1	NA	1	39682
379474	Santalum freycinetianum var. lanaiense	1	NA	1	NA	1	39693
379475	Santalum freycinetianum var. pyrularium	1	NA	1	NA	1	39704
379478	Santalum paniculatum var. paniculatum	1	NA	1	NA	1	39737
379479	Santalum paniculatum var. pilgeri	1	NA	1	NA	1	39748
379496	Sanvitalia	1	NA	1	NA	1	39814
379506	Sapindus oahuense	2	NA	2	NA	1	39880
379515	Saponaria	1	NA	1	NA	1	39988
379540	Saracha pubescens	2	NA	2	NA	2	1000012793
379541	Saracha punctata	65	NA	65	NA	2	1000012794
379542	Saracha quitensis	38	NA	38	NA	2	1000012795
379546	Saracha spinosa	2	NA	2	NA	2	1000012796
379563	Sarcobatus	1	NA	1	NA	1	40053
379590	Sarcocornia	1	NA	1	NA	1	40086
379601	Sarcodes	1	NA	1	NA	1	40140
379647	Sarcographa intricans	1	NA	1	NA	1	40172
379648	Sarcographa labyrinthica	1	NA	1	NA	1	40183
379649	Sarcographa medusulina	1	NA	1	NA	1	40194
379650	Sarcographa tricosa	1	NA	1	NA	1	40205
379651	Sarcogyne anthroocarpa	1	NA	1	NA	1	40227
379652	Sarcogyne bicolor	1	NA	1	NA	1	40238
379653	Sarcogyne bolleana	1	NA	1	NA	1	40249
379654	Sarcogyne californica	1	NA	1	NA	1	40260
379655	Sarcogyne clavus	1	NA	1	NA	1	40270
379656	Sarcogyne dakotensis	1	NA	1	NA	1	40280
379657	Sarcogyne integra	1	NA	1	NA	1	40291
379658	Sarcogyne kuleshanensis	1	NA	1	NA	1	40301
379659	Sarcogyne magnusonii	1	NA	1	NA	1	40312
379660	Sarcogyne novomexicana	1	NA	1	NA	1	40320
379661	Sarcogyne oligospora	1	NA	1	NA	1	40330
379662	Sarcogyne privigna	1	NA	1	NA	1	40341
379663	Sarcogyne regularis	1	NA	1	NA	1	40351
379664	Sarcogyne similis	1	NA	1	NA	1	40362
379681	Sarcopera anomala	18	NA	18	NA	3	1000012801
379690	Sarcopygme pacifica	1	NA	1	NA	1	40384
379693	Sarcopyrenia cylindrospora	1	NA	1	NA	1	40404
379696	Sarcorhachis sydowii	26	NA	26	NA	1	1000012804
379697	Sarcosagium campestre	1	NA	1	NA	1	40425
379720	Sarea difformis	1	NA	1	NA	1	40446
379721	Sarea resinae	1	NA	1	NA	1	40457
379729	Saritaea	1	NA	1	NA	1	40468
379730	Sarmenthypnum sarmentosum	1	NA	1	NA	1	40501
379750	Sarracenia rosea	3	NA	3	NA	2	40826
379767	Sartwellia	1	NA	1	NA	1	40922
379814	Satyria grandifolia	9	NA	9	NA	3	1000012827
379819	Satyria polyantha	2	NA	2	NA	2	1000012830
379848	Saurauia biserrata	10	NA	10	NA	3	1000012836
379852	Saurauia briquetii	2	NA	2	NA	2	1000012838
379860	Saurauia harlingii	2	NA	2	NA	2	1000012843
379862	Saurauia laxiflora	2	NA	2	NA	2	1000012846
379880	Saurauia schultzeorum	2	NA	2	NA	2	1000012863
379882	Saurauia solitaria	2	NA	2	NA	2	1000012865
379885	Saurauia striata	1	NA	1	NA	1	1000012866
379939	Saururus	1	NA	1	NA	1	41083
379947	Saussurea amara var. glomerata	1	NA	1	NA	1	41136
379950	Saussurea angustifolia var. angustifolia	1	NA	1	NA	1	41168
379952	Saussurea angustifolia var. yukonensis	1	NA	1	NA	1	41177
380086	Saussurea tilesii	1	1	4	4	4	41210
380095	Saussurea weberi	3	NA	3	NA	2	41241
380099	Sauteria alpina	1	NA	1	NA	1	41263
380100	Sauvagesia aliciae	2	NA	2	NA	2	1000012870
380104	Sauvagesia imthurniana	3	NA	3	NA	3	1000012874
380108	Sauvagesia longipes	3	NA	3	NA	3	1000012875
380122	Savia	1	NA	1	NA	1	41296
380125	Saxifraga apetala	4	NA	4	NA	3	41405
380126	Saxifraga aprica	4	NA	4	NA	3	41416
380131	Saxifraga bronchialis ssp. codyanus	1	NA	1	NA	1	41460
380136	Saxifraga bryophora	6	NA	6	NA	3	41493
380137	Saxifraga bryophora var. bryophora	1	NA	1	NA	1	41504
380138	Saxifraga caespitosa ssp. caespitosa	1	NA	1	NA	1	41537
380139	Saxifraga caespitosa ssp. delicatula	1	NA	1	NA	1	41548
380140	Saxifraga calycina	6	NA	6	NA	3	41614
380141	Saxifraga calycina ssp. calycina	1	NA	1	NA	1	41625
380152	Saxifraga eriophora	4	NA	4	NA	3	41679
380156	Saxifraga ferruginea var. newcombei	1	NA	1	NA	1	41723
380165	Saxifraga gaspensis	4	NA	4	NA	3	41797
380168	Saxifraga gormanii	4	NA	4	NA	3	41819
380176	Saxifraga howellii	4	NA	4	NA	3	41930
380177	Saxifraga idahoensis	4	NA	4	NA	3	41951
380184	Saxifraga marshallii	6	NA	6	NA	3	42005
380188	Saxifraga nidifica	7	NA	7	NA	3	42137
380189	Saxifraga nidifica var. claytoniifolia	2	NA	2	NA	1	42148
380190	Saxifraga nudicaulis	4	NA	4	NA	3	42181
380191	Saxifraga nuttallii	4	NA	4	NA	3	42192
380198	Saxifraga reflexa	5	NA	5	NA	3	42354
380203	Saxifraga spicata	4	NA	4	NA	3	42441
380207	Saxifraga subapetala	4	NA	4	NA	3	42473
380210	Saxifraga tempestiva	4	NA	4	NA	3	42495
380212	Saxifraga texana	4	NA	4	NA	3	42517
380213	Saxifraga tischii	4	NA	4	NA	3	42528
380217	Saxifraga virginiensis var. virginiensis	1	NA	1	NA	1	42592
380219	Saxifragopsis	1	NA	1	NA	1	42603
380253	Scabrethia	1	NA	1	NA	1	42697
380272	Scaevola chamissoniana	10	NA	27	NA	6	42817
380275	Scaevola coriacea	4	NA	4	NA	3	42828
380286	Scaevola hobdyi	4	NA	4	NA	3	42870
380289	Scaevola kilaueae	5	NA	5	NA	3	42881
380295	Scaevola mollis	4	NA	4	NA	3	42892
380308	Scaevola sericea var. sericea	1	NA	1	NA	1	42936
380309	Scaevola sericea var. taccada	1	NA	1	NA	1	42947
380319	Scalesia affinis	2	NA	2	NA	2	1000012879
380320	Scalesia aspera	2	NA	2	NA	2	1000012880
380321	Scalesia atractyloides	2	NA	2	NA	2	1000012881
380322	Scalesia cordata	2	NA	2	NA	2	1000012883
380323	Scalesia crockeri	2	NA	2	NA	2	1000012884
380324	Scalesia gordilloi	2	NA	2	NA	2	1000012886
380325	Scalesia incisa	2	NA	2	NA	2	1000012888
380331	Scandix	1	NA	1	NA	1	42958
380336	Scapania aequiloba	2	NA	32	NA	24	42990
380337	Scapania americana	1	NA	1	NA	1	43001
380338	Scapania apiculata	2	NA	30	NA	22	43012
380340	Scapania bolanderi	1	NA	1	NA	1	43022
380341	Scapania brevicaulis	2	NA	2	NA	1	43033
380342	Scapania calcicola	1	NA	1	NA	1	43044
380343	Scapania calcicola ssp. calcicola	1	NA	1	NA	1	43055
380345	Scapania carinthiaca	2	NA	27	NA	20	43087
380346	Scapania compacta	2	NA	33	NA	26	43098
380347	Scapania curta	4	NA	35	NA	26	43120
380348	Scapania curta var. grandiretis	1	NA	1	NA	1	43142
380349	Scapania curta var. isoloba	1	NA	1	NA	1	43153
380350	Scapania cuspiduligera	3	NA	32	NA	24	43164
380351	Scapania cuspiduligera var. diplophyllopsis	1	NA	1	NA	1	43185
380352	Scapania degenii var. degenii	1	NA	1	NA	1	43206
380353	Scapania degenii var. dubia	1	NA	1	NA	1	43217
380354	Scapania glaucocephala	3	NA	3	NA	1	43228
380355	Scapania gymnostomophila	1	NA	1	NA	1	43239
380357	Scapania hians	1	NA	1	NA	1	43250
380358	Scapania hyperborea	3	NA	3	NA	1	43261
380359	Scapania irrigua	3	NA	28	NA	20	43283
380361	Scapania kaurinii	1	NA	1	NA	1	43316
380362	Scapania lingulata	3	NA	30	NA	22	43326
380363	Scapania lingulata var. microphylla	1	NA	1	NA	1	43348
380364	Scapania massalongi	1	NA	1	NA	1	43359
380365	Scapania mucronata	3	NA	30	NA	22	43370
380367	Scapania nemorea	3	NA	34	NA	26	43425
380368	Scapania obcordata	2	NA	2	NA	1	43436
380369	Scapania obscura	2	NA	21	NA	14	43447
380370	Scapania ornithopodioides	1	NA	1	NA	1	43458
380371	Scapania paludicola	2	NA	2	NA	1	43469
380372	Scapania paludicola var. rotundiloba	1	NA	1	NA	1	43491
380373	Scapania paludicola var. viridigemma	1	NA	1	NA	1	43502
380374	Scapania paradoxa var. paradoxa	1	NA	1	NA	1	43535
380375	Scapania paradoxa var. ramosa	1	NA	1	NA	1	43546
380377	Scapania pseudocalcicola	1	NA	1	NA	1	43577
380378	Scapania scandica	4	NA	34	NA	25	43607
380379	Scapania scandica var. argutedentata	1	NA	1	NA	1	43617
380380	Scapania scandica var. dimorpha	1	NA	1	NA	1	43627
380381	Scapania serrulata	1	NA	1	NA	1	43647
380382	Scapania simmonsii	1	NA	1	NA	1	43658
380383	Scapania spitzbergensis	1	NA	1	NA	1	43669
380384	Scapania subalpina	2	NA	28	NA	20	43679
380385	Scapania uliginosa	4	NA	60	NA	26	43701
380386	Scapania umbrosa	2	NA	34	NA	26	43712
380387	Scapania undulata	3	NA	35	NA	26	43722
380388	Scapania undulata var. aequatiformis	1	NA	1	NA	1	43733
380389	Scapania undulata var. oakesii	1	NA	1	NA	1	43744
380390	Scapania zemliae	2	NA	2	NA	1	43765
380451	Scaphyglottis	1	NA	1	NA	1	43775
380465	Sceptridium	1	NA	1	NA	1	43796
380468	Schadonia alpina	1	NA	1	NA	1	43828
380469	Schadonia fecunda	1	NA	1	NA	1	43839
380470	Schaefferia	1	NA	1	NA	1	43850
380472	Schaefferia dietheri	2	NA	2	NA	2	1000012894
380474	Schaefferia serrata	2	NA	2	NA	2	1000012895
380475	Schaereria cinereorufa	1	NA	1	NA	1	43894
380476	Schaereria corticola	1	NA	1	NA	1	43905
380477	Schaereria endocyanea	1	NA	1	NA	1	43916
380478	Schaereria fuscocinerea	1	NA	1	NA	1	43927
380498	Schedonnardus	1	NA	1	NA	1	43938
380500	Schedonorus	1	NA	1	NA	1	43960
380511	Schefflera acuminata	7	NA	7	NA	3	1000012903
380525	Schefflera aquaverensis	1	NA	1	NA	1	1000012905
380526	Schefflera archeri	14	NA	14	NA	2	1000012906
380533	Schefflera ayangannensis	1	NA	1	NA	1	1000012907
380542	Schefflera bifida	1	NA	1	NA	1	1000012908
380546	Schefflera blepharidophylla	16	NA	16	NA	3	1000012909
380556	Schefflera brenesii	29	NA	29	NA	2	1000012910
380560	Schefflera caduca	2	NA	2	NA	2	1000012911
380573	Schefflera chimantensis	1	NA	1	NA	1	1000012914
380581	Schefflera coclensis	1	NA	1	NA	1	1000012915
380586	Schefflera coriacea	1	NA	1	NA	1	1000012916
380600	Schefflera diplodactyla	34	NA	34	NA	2	1000012919
380602	Schefflera dissidens	1	NA	1	NA	1	1000012920
380604	Schefflera dolichostyla	2	NA	2	NA	2	1000012921
380607	Schefflera elachistocephala	2	NA	2	NA	2	1000012922
380651	Schefflera jefensis	4	NA	4	NA	2	1000012929
380665	Schefflera lasiogyne	27	NA	27	NA	2	1000012931
380686	Schefflera magnifolia	7	NA	7	NA	2	1000012935
380692	Schefflera megacarpa	7	NA	7	NA	3	1000012937
380698	Schefflera microcephala	2	NA	2	NA	2	1000012938
380700	Schefflera minutiflora	34	NA	34	NA	2	1000012939
380704	Schefflera monosperma	1	NA	1	NA	1	1000012940
380707	Schefflera monzonensis	2	NA	2	NA	2	1000012941
380735	Schefflera pardoana	2	NA	2	NA	2	1000012943
380738	Schefflera pedicellata	2	NA	2	NA	2	1000012945
380741	Schefflera pentandra	14	NA	14	NA	3	1000012947
380742	Schefflera peruviana	2	NA	2	NA	2	1000012948
380748	Schefflera planchoniana	2	NA	2	NA	2	1000012949
380764	Schefflera quinduensis	11	NA	11	NA	3	1000012951
380765	Schefflera quinquecarinata	2	NA	2	NA	2	1000012952
380766	Schefflera quinquestylorum	1	NA	1	NA	1	1000012953
380772	Schefflera robusta	31	NA	31	NA	2	1000012954
380783	Schefflera sandiana	4	NA	4	NA	3	1000012956
380797	Schefflera sessiliflora	1	NA	1	NA	1	1000012958
380806	Schefflera sodiroi	22	NA	22	NA	3	1000012959
380809	Schefflera sprucei	40	NA	40	NA	3	1000012961
380817	Schefflera stilpnophylla	2	NA	2	NA	2	1000012962
380824	Schefflera systyla	57	NA	57	NA	3	1000012963
380832	Schefflera ternata	4	NA	4	NA	2	1000012964
380841	Schefflera umbellata	1	NA	1	NA	1	1000012966
380854	Schefflera viguieriana	2	NA	2	NA	2	1000012968
380855	Schefflera violacea	8	NA	8	NA	2	1000012969
380860	Schefflera weberbaueri	2	NA	2	NA	2	1000012970
380877	Schiedea	1	NA	1	NA	1	44099
380878	Schiedea diffusa	6	NA	6	NA	3	44152
380879	Schiedea hawaiiensis	3	NA	3	NA	2	44185
380880	Schiedea pentamera	2	NA	2	NA	1	44338
380881	Schiedea pubescens	9	NA	9	NA	3	44349
380882	Schiedea pubescens var. pubescens	1	NA	1	NA	1	44360
380883	Schiedea spergulina var. leiopoda	1	NA	1	NA	1	44403
380884	Schiedea spergulina var. spergulina	1	NA	1	NA	1	44414
380885	Schiedeella	1	NA	1	NA	1	44447
380911	Schindleria densiflora	12	NA	12	NA	3	1000012972
380930	Schinus terebinthifolius var. raddianus	1	NA	1	NA	1	44566
381035	Schismatomma glaucescens	1	NA	1	NA	1	44621
381036	Schismatomma pericleum	1	NA	1	NA	1	44631
381037	Schismatomma pluriloculare	1	NA	1	NA	1	44642
381038	Schismatomma rappii	1	NA	1	NA	1	44653
381039	Schismatomma rediunta	1	NA	1	NA	1	44664
381040	Schismatomma vernans	1	NA	1	NA	1	44674
381041	Schismus	1	NA	1	NA	1	44685
381044	Schistidium agassizii	1	NA	1	NA	1	44729
381045	Schistidium andreaeopsis	1	NA	1	NA	1	44740
381046	Schistidium apocarpum	2	NA	35	NA	27	44750
381047	Schistidium cinclidodonteum	1	NA	1	NA	1	44761
381049	Schistidium cryptocarpum	1	NA	1	NA	1	44772
381053	Schistidium heterophyllum	1	NA	1	NA	1	44783
381054	Schistidium maritimum	1	NA	1	NA	1	44794
381055	Schistidium occidentale	1	NA	1	NA	1	44816
381057	Schistidium rivulare	3	NA	35	NA	27	44838
381058	Schistidium rivulare var. latifolium	1	NA	1	NA	1	44849
381060	Schistidium tenerum	1	NA	1	NA	1	44870
381061	Schistidium trichodon	2	NA	35	NA	28	44881
381067	Schistophragma	1	NA	1	NA	1	44892
381071	Schistostega pennata	2	NA	34	NA	27	44924
381073	Schistostemon densiflorum	1	NA	1	NA	1	1000012977
381074	Schistostemon dichotomum	1	NA	1	NA	1	1000012978
381076	Schistostemon sylvaticum	1	NA	1	NA	1	1000012982
381085	Schizachne	1	NA	1	NA	1	44934
381099	Schizachyrium microstachyum	1	NA	1	NA	1	45020
381120	Schizaea dichotoma var. sellingii	1	NA	1	NA	1	45181
381140	Schizocalyx bracteosus	1	NA	1	NA	1	1000012983
381202	Schizopelte californica	1	NA	1	NA	1	45289
381210	Schizostachyum	1	NA	1	NA	1	45322
381221	Schkuhria	1	NA	1	NA	1	45366
381222	Schkuhria anthemoidea var. wrightii	1	NA	1	NA	1	45398
381227	Schlegelia	1	NA	1	NA	1	45452
381228	Schlegelia chocoensis	7	NA	7	NA	1	1000012989
381229	Schlegelia darienensis	14	NA	14	NA	1	1000012990
381230	Schlegelia fastigiata	81	NA	81	NA	3	1000012991
381233	Schlegelia pandurata	2	NA	2	NA	2	1000012993
381236	Schleinitzia	1	NA	11	NA	1	45495
381243	Schlotheimia lancifolia	1	NA	1	NA	1	45528
381244	Schlotheimia rugifolia	1	NA	1	NA	1	45539
381245	Schlumbergera	1	NA	1	NA	1	45549
381253	Schmidtia	1	NA	1	NA	1	45571
381266	Schoenocaulon	1	NA	1	NA	1	45592
381290	Schoenocrambe	1	NA	1	NA	1	45633
381291	Schoenolirion	1	NA	1	NA	1	45687
381329	Schoenoplectus	1	NA	1	NA	1	45727
381344	Schoenoplectus pungens var. badius	2	NA	2	NA	1	45972
381463	Schofieldia monticola	1	NA	1	NA	1	46220
381478	Schradera	1	NA	1	NA	1	46230
381489	Schradera neeoides	25	NA	25	NA	3	1000013006
381507	Schultesia	1	NA	1	NA	1	46252
381509	Schultesianthus dudleyi	7	NA	7	NA	3	1000013014
381510	Schultesianthus leucanthus	16	NA	16	NA	3	1000013015
381523	Schwalbea	1	NA	1	NA	1	46285
381526	Schwartzia weddelliana	8	NA	8	NA	3	1000013017
381542	Schwetschkeopsis fabronia	1	NA	1	NA	1	46317
381576	Scilla	1	NA	1	NA	1	46349
381646	Scirpodendron	1	NA	1	NA	1	46377
381647	Scirpoides	1	NA	1	NA	1	46398
381662	Scirpus littoralis var. capensis	1	NA	1	NA	1	46580
381674	Scleranthus	1	NA	1	NA	1	46678
381714	Scleria ciliata var. glabra	2	NA	2	NA	1	46808
381736	Scleria havanensis	4	NA	4	NA	3	46851
381748	Scleria laxa	4	NA	4	NA	3	46895
381780	Scleria pauciflora var. caroliniana	1	NA	1	NA	1	46989
381781	Scleria pauciflora var. curtissii	2	NA	2	NA	1	47000
381796	Scleria pterota var. pterota	1	NA	1	NA	1	47053
381839	Sclerocactus	1	NA	1	NA	1	47182
381840	Sclerocactus brevihamatus ssp. tobuschii	1	NA	1	NA	1	47214
381842	Sclerocactus parviflorus ssp. parviflorus	2	NA	2	NA	1	47302
381845	Sclerocarpus	1	NA	1	NA	1	47453
381847	Sclerocarpus uniserialis var. uniserialis	1	NA	1	NA	1	47497
381866	Sclerochloa	1	NA	1	NA	1	47537
381894	Sclerolepis	1	NA	1	NA	1	47557
381895	Sclerolinon	1	NA	1	NA	1	47578
381905	Scleronema guianense	1	NA	1	NA	1	1000013041
381907	Sclerophora amabilis	1	NA	1	NA	1	47609
381908	Sclerophora coniophaea	1	NA	1	NA	1	47619
381909	Sclerophora farinacea	1	NA	1	NA	1	47629
381910	Sclerophora nivea	1	NA	1	NA	1	47640
381911	Sclerophora peronella	1	NA	1	NA	1	47651
381925	Sclerophyton californicum	1	NA	1	NA	1	47673
381926	Sclerophyton inscriptum	1	NA	1	NA	1	47684
381927	Sclerophyton occidentale	1	NA	1	NA	1	47695
381928	Scleropodium californica	1	NA	1	NA	1	47715
381929	Scleropodium cespitans	3	NA	35	NA	27	47724
381930	Scleropodium cespitans var. sublaeve	1	NA	1	NA	1	47746
381931	Scleropodium julaceum	1	NA	1	NA	1	47757
381932	Scleropodium obtusifolium	1	NA	1	NA	1	47768
381933	Scleropodium touretii	3	NA	35	NA	27	47778
381934	Scleropodium touretii var. colpophyllum	1	NA	1	NA	1	47789
381935	Scleropogon	1	NA	1	NA	1	47811
381938	Sclerostachya	1	NA	1	NA	1	47833
381942	Scoliciosporum chlorococcum	1	NA	1	NA	1	47866
381943	Scoliciosporum sarothamni	1	NA	1	NA	1	47877
381944	Scoliciosporum umbrinum	1	NA	1	NA	1	47888
381945	Scoliciosporum umbrinum var. compacta	1	NA	1	NA	1	47898
381946	Scoliopus	1	NA	1	NA	1	47909
381948	Scolochloa	1	NA	1	NA	1	47939
381971	Scolosanthus	1	NA	1	NA	1	47961
381973	Scolosanthus grandifolius	4	NA	4	NA	3	47972
381976	Scolosanthus portoricensis	4	NA	4	NA	3	47983
381981	Scolymus	1	NA	1	NA	1	48004
381982	Scoparia	1	NA	1	NA	1	48035
381987	Scopelophila cataractae	1	NA	1	NA	1	48100
381988	Scopelophila ligulata	1	NA	1	NA	1	48111
381989	Scopolia	1	NA	1	NA	1	48122
381990	Scopulophila	1	NA	1	NA	1	48143
381994	Scorpidium scorpioides	1	NA	1	NA	1	48176
381998	Scorpiurus	2	NA	11	NA	2	48187
382000	Scorzonera	1	NA	1	NA	1	48220
382032	Scouleria aquatica	1	NA	1	NA	1	48264
382033	Scouleria marginata	1	NA	1	NA	1	48274
382035	Scribneria	1	NA	1	NA	1	48285
382070	Scrophularia minutiflora	4	NA	4	NA	3	48457
382125	Scutellaria benthamiana	2	NA	2	NA	2	1000013045
382156	Scutellaria drummondii var. edwardsiana	1	NA	1	NA	1	48769
382157	Scutellaria drummondii var. runyonii	1	NA	1	NA	1	48780
382158	Scutellaria elliptica var. hirsuta	1	NA	1	NA	1	48813
382218	Scutellaria laevis	3	NA	3	NA	2	48923
382219	Scutellaria lateriflora var. lateriflora	1	NA	1	NA	1	48945
382270	Scutellaria ocymoides	2	NA	2	NA	2	1000013048
382291	Scutellaria parvula var. missouriensis	1	NA	1	NA	1	49164
382310	Scutellaria potosina	16	NA	16	NA	3	49185
382316	Scutellaria pseudoserrata	4	NA	4	NA	3	49260
382324	Scutellaria resinosa	4	NA	4	NA	2	49281
382337	Scutellaria scutellarioides	4	NA	4	NA	1	1000013050
382375	Scutellaria texana	4	NA	4	NA	3	49333
382413	Scutula miliaris	1	NA	1	NA	1	49384
382414	Scutula stereocaulorum	1	NA	1	NA	1	49395
382415	Scybalium	1	NA	1	NA	1	49406
382539	Secale	1	NA	1	NA	1	49493
382550	Sechium	1	NA	1	NA	1	49515
382561	Securidaca paniculata	11	NA	11	NA	3	1000013065
382565	Securidaca warmingiana	8	NA	8	NA	3	1000013070
382580	Sedella	1	NA	1	NA	1	49646
382596	Sedum diffusum	2	NA	2	NA	2	49811
382649	Segestria leptalea	1	NA	1	NA	1	3711
382650	Segestria mammillosa	1	NA	1	NA	1	3723
382651	Segestria octomera	1	NA	1	NA	1	3735
382652	Segestria rubentior	1	NA	1	NA	1	3747
382654	Seguieria macrophylla	7	NA	7	NA	2	1000013075
382706	Selaginella mutica var. limitanea	1	NA	1	NA	1	4196
382911	Selenia	1	NA	1	NA	1	4555
382912	Selenicereus	1	NA	1	NA	1	4638
382916	Selenicereus spinulosus	7	NA	7	NA	3	4698
382921	Selenipedium steyermarkii	2	NA	2	NA	2	1000013077
382925	Seligeria acutifolia	2	NA	33	NA	26	4722
382927	Seligeria brevifolia	1	NA	1	NA	1	4734
382928	Seligeria calcarea	2	NA	35	NA	28	4746
382929	Seligeria campylopoda	2	NA	35	NA	28	4758
382930	Seligeria careyana	1	NA	1	NA	1	4770
382931	Seligeria diversifolia	1	NA	1	NA	1	4782
382932	Seligeria donniana	2	NA	34	NA	27	4794
382933	Seligeria oelandica	1	NA	1	NA	1	4806
382934	Seligeria polaris	1	NA	1	NA	1	4818
382935	Seligeria pusilla	2	NA	35	NA	28	4830
382936	Seligeria recurvata	2	NA	35	NA	28	4842
382937	Seligeria subimmersa	1	NA	1	NA	1	4854
382939	Seligeria tristichoides	1	NA	1	NA	1	4866
382940	Selinocarpus	1	NA	1	NA	1	4878
382941	Selinocarpus diffusus	1	NA	1	NA	1	4902
382943	Selinum	1	NA	1	NA	1	4960
382953	Sematophyllum adnatum	1	NA	1	NA	1	4996
382954	Sematophyllum demissum	2	NA	34	NA	27	5008
382955	Sematophyllum marylandicum	1	NA	1	NA	1	5020
382957	Sematophyllum subpinnatum	1	NA	1	NA	1	5032
382966	Semecarpus cassuvium	1	NA	1	NA	1	5068
383012	Semiarundinaria	1	NA	1	NA	1	5080
383016	Sempervivum	1	NA	1	NA	1	5104
383027	Senecio abadianus	2	NA	2	NA	2	1000013084
383030	Senecio acarinus	2	NA	2	NA	2	1000013085
383056	Senecio amplectens var. amplectens	3	NA	3	NA	1	5164
383091	Senecio axillifoliatus	2	NA	2	NA	2	1000013089
383109	Senecio bigelovii var. bigelovii	3	NA	3	NA	1	5295
383113	Senecio blochmaniae	2	NA	2	NA	1	5319
383126	Senecio brittonianus	2	NA	2	NA	2	1000013091
383137	Senecio cajamarquillensis	2	NA	2	NA	2	1000013092
383149	Senecio cannabinifolius	4	NA	4	NA	3	5355
383150	Senecio canopurpureus	2	NA	2	NA	2	1000013096
383163	Senecio cerratei	2	NA	2	NA	2	1000013097
383164	Senecio chachaniensis	2	NA	2	NA	2	1000013098
383206	Senecio crassilodix	2	NA	2	NA	2	1000013103
383222	Senecio cuatrecasasii	2	NA	2	NA	2	1000013104
383252	Senecio dolichodoryius	2	NA	2	NA	2	1000013106
383258	Senecio dryophyllus	2	NA	2	NA	2	1000013107
383265	Senecio emmae	2	NA	2	NA	2	1000013108
383268	Senecio eremophilus var. eremophilus	2	NA	2	NA	1	5446
383269	Senecio eremophilus var. macdougalii	2	NA	2	NA	1	5470
383270	Senecio eriocladus	2	NA	2	NA	2	1000013109
383287	Senecio ferreyrae	4	NA	4	NA	3	1000013111
383296	Senecio fremontii var. blitoides	3	NA	3	NA	1	5562
383297	Senecio fremontii var. fremontii	1	NA	1	NA	1	5573
383298	Senecio fremontii var. inexpectatus	1	NA	1	NA	1	5585
383299	Senecio fremontii var. occidentalis	1	NA	1	NA	1	5597
383311	Senecio geniculipes	2	NA	2	NA	2	1000013114
383330	Senecio grandifolius	1	NA	1	NA	1	5609
383379	Senecio huaguilicus	2	NA	2	NA	2	1000013118
383382	Senecio huasensis	2	NA	2	NA	2	1000013120
383387	Senecio hydrophilus	4	NA	4	NA	3	5633
383396	Senecio infernalis	2	NA	2	NA	2	1000013121
383397	Senecio infiernillensis	2	NA	2	NA	2	1000013122
383401	Senecio integerrimus var. integerrimus	1	NA	1	NA	1	5669
383402	Senecio integerrimus var. ochroleucus	1	NA	1	NA	1	5693
383403	Senecio integerrimus var. scribneri	2	NA	2	NA	1	5705
383429	Senecio jungioides	2	NA	2	NA	2	1000013123
383452	Senecio lancidentatus	2	NA	2	NA	2	1000013125
383466	Senecio lemmonii	3	NA	3	NA	2	5740
383493	Senecio lomincola	2	NA	2	NA	2	1000013128
383496	Senecio lopez-mirandae	2	NA	2	NA	2	1000013129
383534	Senecio melanolepis	2	NA	2	NA	2	1000013132
